Application ID,Application Type,Customer ID,Group Name ID,Action,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Start Date,Collateral Type,Face Value,Conversion Factor,Rating,Limits Rating,Expected Loss,Covenants,Covenant Type,Application Error
ID1019,Dealer,IFR124,GRP514,Straight,RM2036,2016-12-22,2017-04-18,2018-04-18,PRD016,2017-04-18,6,2017-10-18,2.91,0.33,6740000,218376.00000000003,2011-11-11,Unregistered Mortgage over an unregistered lease,12200000,0.4,4,10,674000.0,Conditions Precedent,Extended,No Error
ID1440,Dealer,IFR134,GRP501,Existing,RM2021,2016-12-22,2017-05-01,2018-05-01,PRD009,2017-05-01,24,2019-05-03,2.91,0.35,2420000,78892.00000000001,2010-07-10,Commercial Property,5000000,0.75,3,5,484000.0,Reporting,Complied,No Error
ID1041,Property Development,IFR121,GRP500,Existing,RM2030,2016-12-26,2017-03-25,2018-03-25,PRD011,2017-03-25,24,2019-03-27,2.02,0.4,3840000,92928.0,2003-10-21,Limited Cross Guarantee and Indemnity (supported),16100000,0.75,1,7,548571.4285714285,Reporting,Extended,No Error
ID1302,Dealer,IFR185,GRP520,Existing,RM2035,2016-12-26,2017-04-20,2018-04-20,PRD002,2017-04-20,60,2022-04-24,2.04,0.43,3520000,86944.00000000001,2003-04-10,Term Deposit at the bank.,23100000,0.7,5,10,352000.0,Conditions Precedent,Extended,No Error
ID1152,Commercial,IFR161,GRP507,Review,RM2000,2016-12-28,2017-04-22,2018-04-22,PRD009,2017-04-22,6,2017-10-22,1.9,0.3,2080000,45760.0,2010-05-10,Cash and Cash E,5300000,0.7,2,5,416000.0,Reporting,Non Waiver,Error
ID1175,Dealer,IFR139,GRP500,Existing,RM2004,2016-12-28,2017-03-06,2018-03-06,PRD019,2017-03-06,48,2021-03-09,3.07,0.48,3340000,118569.99999999999,2002-05-12,Transfer of Mortgage over a Lease,16000000,0.7,6,6,556666.6666666666,Reporting,Extended,No Error
ID1200,Dealer,IFR100,GRP500,Existing,RM2002,2016-12-28,2017-04-21,2018-04-21,PRD017,2017-04-21,60,2022-04-25,3.75,0.28,1320000,53196.0,2016-08-20,Bill of Sale over a Post Office licence,13200000,0.7,4,1,1320000.0,Financial,Extended,No Error
ID1274,Commercial,IFR116,GRP517,New,RM2010,2016-12-29,2017-04-09,2018-04-09,PRD011,2017-04-09,48,2021-04-12,3.12,0.21,2490000,82917.00000000001,2002-07-12,Commercial Property,22000000,0.7,4,5,498000.0,Reporting,Extended,No Error
ID1376,Dealer,IFR101,GRP504,Existing,RM2032,2016-12-29,2017-01-31,2018-01-31,PRD012,2017-01-31,24,2019-02-02,1.88,0.23,4210000,88830.99999999999,2013-12-12,Gold Deposit,10400000,1.0,6,12,350833.3333333333,Conditions Precedent,Breached,Error
ID1406,Dealer,IFR188,GRP515,New,RM2005,2016-12-30,2017-02-14,2018-02-14,PRD002,2017-02-14,48,2021-02-17,2.62,0.23,1310000,37335.0,2002-07-19,Mortgage over a lease,23300000,0.75,4,9,145555.55555555556,Conditions Subsequent,Extended,No Error
ID1423,Property Development,IFR198,GRP511,Existing,RM2034,2017-01-02,2017-05-09,2018-05-09,PRD008,2017-05-09,6,2017-11-08,3.33,0.27,6550000,235800.00000000003,2007-09-16,Collateral Type Desc,18300000,0.75,2,7,935714.2857142857,Reporting,Breached,No Error
ID1211,Corporate,IFR137,GRP505,Existing,RM2026,2017-01-04,2017-02-15,2018-02-15,PRD005,2017-02-15,24,2019-02-17,1.61,0.18,2070000,37053.0,2006-06-23,Limited Guarantee and Indemnity (unsupported),11600000,1.0,1,7,295714.28571428574,Reporting,Complied,No Error
ID1238,Corporate,IFR109,GRP505,New,RM2037,2017-01-04,2017-04-09,2018-04-09,PRD016,2017-04-09,12,2018-04-10,3.23,0.34,6260000,223481.99999999997,2008-06-08,Traded Equities,16800000,0.75,2,5,1252000.0,Reporting,Complied,No Error
ID1338,Dealer,IFR186,GRP502,New,RM2022,2017-01-08,2017-05-06,2018-05-06,PRD011,2017-05-06,12,2018-05-07,3.7,0.28,4720000,187856.0,2002-04-13,Mortgage over Real Property (Industrial),6700000,0.5,3,6,786666.6666666666,Reporting,Breached,No Error
